recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
190098637,"{'steamid': '76561198860196423', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2379, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2363, 'last_played': 1741890514}",english,Great game!!!!,1741882301,1741882301,True,0,0,0.5,0,False,False,False,False
190096160,"{'steamid': '76561199431332943', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 73283, 'playtime_last_two_weeks': 11, 'playtime_at_review': 42486, 'last_played': 1761575199}",english,good,1741880070,1741880070,True,0,0,0.5,0,False,False,False,False
190095779,"{'steamid': '76561199151144368', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 33848, 'playtime_last_two_weeks': 23, 'playtime_at_review': 26140, 'last_played': 1761916770}",english,n1,1741879721,1741879721,True,0,0,0.5,0,False,False,False,False
190085844,"{'steamid': '76561199831316780', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 1808, 'playtime_last_two_weeks': 0, 'playtime_at_review': 647, 'last_played': 1749778479}",english,Fun but lots of sweats,1741870408,1741870408,True,0,0,0.5,0,False,True,False,False
190082479,"{'steamid': '76561199515558248', 'num_games_owned': 1, 'num_reviews': 2, 'playtime_forever': 587, 'playtime_last_two_weeks': 0, 'playtime_at_review': 397, 'last_played': 1742564214}",english,love brawlhalla,1741866218,1741866218,True,0,0,0.5,0,False,False,False,False
190078330,"{'steamid': '76561199125344504', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 57949, 'playtime_last_two_weeks': 3436, 'playtime_at_review': 16337, 'last_played': 1762283322}",english,im gold playing against plat sig spammers that use their balls to play and get 3-0'd,1741860238,1741860238,True,0,0,0.5,0,False,False,False,False
190076977,"{'steamid': '76561199133907147', 'num_games_owned': 26, 'num_reviews': 3, 'playtime_forever': 9149, 'playtime_last_two_weeks': 1482, 'playtime_at_review': 791, 'last_played': 1762244122}",english,nice,1741857995,1741857995,True,0,0,0.5,0,False,False,False,False
190059039,"{'steamid': '76561199374927653', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 57116, 'playtime_last_two_weeks': 997, 'playtime_at_review': 41504, 'last_played': 1762088049}",english,Play this game if u wanna rage :),1741828994,1741828994,True,1,0,0.523809552192687988,0,False,False,False,False
190058770,"{'steamid': '76561199216430579', 'num_games_owned': 31, 'num_reviews': 33, 'playtime_forever': 778, 'playtime_last_two_weeks': 0, 'playtime_at_review': 198, 'last_played': 1759333834}",english,в рот топтал разраба за его распределение мне по кд сувало челов с прозвищем адепт (минимум 25 уровень у чела)(у меня тогда был с первого по 9 они мне попадались каждую вторую третию катку а когда не попадались были другие челы ещо круче) и тп всяких челов с обвесами которые на игру не влияют (вроде) и которые могут без проблем в соло 4 вынести это не играбельный ужас... буквально 5 минут назад я раз**бал себе ляшку (ногу) и руку проиграв подряд уже примерно 24 катку я среди этих каток выйграл 1 и это при том что я играю не плохо я среднестатистический игрок даже может чуть лучше а те челы просто меня как котёнка в сухую не проиграв не одной жизни в говно вкатывают когда ты игрешь против таких уебанов настроение играть пропадает,1741828578,1741828578,True,0,0,0.5,0,False,True,False,False
190057447,"{'steamid': '76561199587246376', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 107376, 'playtime_last_two_weeks': 2475, 'playtime_at_review': 63652, 'last_played': 1762194063}",english,"best game u good ever play u will have so much fun when u hit gold
",1741826794,1741826794,True,0,3,0.5,0,False,False,False,False
